0,0;2,0;7,0;7,0;7,0;7,0;6,0;5,0;0,0;3
0,0;2,0;7,0;6,0;6,0;6,0;5,0;0,0;0,0;3
2,0;2,0;0,0;8,0;8,0;8,0;0,0;5,0;5,0;3
0,0;4,0;4,0;5,0;5,0;4,0;4,0;0,0;0,0;3
0,0;4,0;0,0;5,0;0,0;5,0;0,0;4,0;0,0;3
4,0;6,0;6,0;0,0;0,0;6,0;6,0;4,0;0,0;3
0,0;7,0;7,0;6,0;6,0;6,0;7,0;7,0;0,0;3
6,0;7,0;0,0;8,0;8,0;0,0;7,0;6,0;0,0;3
6,0;8,0;4,0;4,0;8,0;5,0;5,0;8,0;6,0;3
6,0;8,0;4,0;4,0;5,0;5,0;8,0;6,0;0,0;3
0,0;6,0;5,0;5,0;0,0;4,0;4,0;6,0;0,0;3
6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;0,0;3
4,0;7,0;7,0;7,0;0,0;7,0;7,0;7,0;4,0;2
4,0;5,0;5,0;0,0;0,0;5,0;5,0;4,0;0,0;2
0,0;8,0;4,0;4,0;0,0;4,0;4,0;8,0;0,0;2
8,0;0,0;0,0;6,0;6,0;0,0;0,0;8,0;0,0;2
0,0;6,0;6,0;5,0;0,0;5,0;6,0;6,0;0,0;2
4,0;0,0;0,0;5,0;5,0;0,0;0,0;7,0;0,0;2
0,0;4,0;4,0;4,0;5,0;7,0;7,0;7,0;0,0;2
0,0;5,0;5,0;5,0;5,0;5,0;5,0;0,0;0,0;2
0,0;6,0;6,0;6,0;5,0;4,0;4,0;4,0;0,0;2
0,0;0,0;6,0;5,0;5,0;4,0;0,0;0,0;0,0;2
0,0;0,0;0,0;6,0;0,0;4,0;0,0;0,0;0,0;2
