0,0;4,0;4,0;4,0;3,0;7,0;7,0;7,0;0,0;3
0,0;8,0;3,0;3,0;3,0;3,0;8,0;0,0;0,0;3
0,0;3,0;4,0;4,0;4,0;4,0;4,0;3,0;0,0;3
3,0;0,0;8,0;8,0;8,0;8,0;0,0;3,0;0,0;3
0,0;3,0;0,0;7,0;7,0;7,0;0,0;3,0;0,0;3
7,0;3,0;3,0;4,0;4,0;3,0;3,0;7,0;0,0;3
7,0;7,0;4,0;4,0;4,0;4,0;4,0;7,0;7,0;3
7,0;8,0;8,0;8,0;8,0;8,0;8,0;7,0;0,0;3
0,0;4,0;7,0;7,0;0,0;7,0;7,0;3,0;0,0;3
0,0;4,0;7,0;7,0;7,0;7,0;3,0;0,0;0,0;3
0,0;0,0;4,0;4,0;0,0;3,0;3,0;0,0;0,0;3
4,0;0,0;0,0;8,0;8,0;0,0;0,0;4,0;0,0;3
0,0;4,0;3,0;7,0;7,0;7,0;3,0;4,0;0,0;2
0,0;4,0;3,0;0,0;0,0;3,0;4,0;0,0;0,0;2
0,0;7,0;0,0;8,0;0,0;8,0;0,0;7,0;0,0;2
0,0;7,0;0,0;8,0;8,0;0,0;7,0;0,0;0,0;2
0,0;0,0;7,0;7,0;7,0;7,0;7,0;0,0;0,0;2
